@relation 'matches-weka.filters.unsupervised.attribute.Remove-R1-38-weka.filters.unsupervised.attribute.Remove-R18,36-weka.filters.unsupervised.attribute.Remove-R16,33-weka.filters.unsupervised.attribute.Remove-R11-12,27-28-weka.filters.unsupervised.attribute.Remove-R7,21-weka.filters.unsupervised.attribute.Remove-R9,22'

@attribute home_shotsOnGoal numeric
@attribute home_shotsOffGoal numeric
@attribute home_totalShots numeric
@attribute home_blockedShots numeric
@attribute home_shotsInsideBox numeric
@attribute home_shotsOutsideBox numeric
@attribute home_cornerKicks numeric
@attribute home_offsides numeric
@attribute home_goalkeeperSaves numeric
@attribute home_totalPasses numeric
@attribute home_accuratePasses numeric
@attribute home_expectedGoals numeric
@attribute away_shotsOnGoal numeric
@attribute away_shotsOffGoal numeric
@attribute away_totalShots numeric
@attribute away_blockedShots numeric
@attribute away_shotsInsideBox numeric
@attribute away_shotsOutsideBox numeric
@attribute away_cornerKicks numeric
@attribute away_offsides numeric
@attribute away_goalkeeperSaves numeric
@attribute away_totalPasses numeric
@attribute away_accuratePasses numeric
@attribute away_expectedGoals numeric
@attribute resultado {'Away Win','Home Win',Draw}

@data
4,10,18,4,13,5,6,2,5,432,383,2.46,8,6,17,3,10,7,7,2,3,443,382,1.5,'Away Win'
4,3,10,3,6,4,3,2,2,314,229,1.33,4,5,11,2,7,4,7,0,2,445,364,1.29,'Home Win'
2,6,9,1,5,4,8,4,5,441,360,0.85,7,3,12,2,11,1,7,2,1,468,387,2.33,'Away Win'
3,8,15,4,8,7,8,0,2,549,453,0.68,4,9,14,1,13,1,2,3,3,542,454,1.9,'Away Win'
2,4,7,1,4,3,8,1,2,248,173,0.38,4,4,9,1,4,5,3,2,0,607,539,0.45,Draw
6,10,22,6,13,9,9,2,0,474,399,1.14,1,4,7,2,6,1,2,5,4,299,223,0.66,'Home Win'
6,4,10,0,8,2,1,1,3,464,396,1.25,6,4,14,4,9,5,2,0,3,279,208,1.8,Draw
6,4,11,1,6,5,3,4,4,578,469,2.34,4,1,6,1,4,2,2,6,4,354,244,0.28,'Home Win'
5,4,13,4,7,6,5,3,4,406,308,0.79,4,6,13,3,8,5,2,2,3,384,289,1.39,'Home Win'
8,5,15,2,11,4,4,1,3,428,367,2.09,4,6,13,3,10,3,13,4,5,375,311,0.63,'Home Win'
3,3,12,6,7,5,7,2,1,597,514,0.89,2,6,8,0,6,2,5,1,3,213,125,1.14,'Away Win'
3,7,12,2,8,4,2,0,9,302,227,0.67,11,12,35,12,24,11,9,2,3,700,640,3.52,'Away Win'
7,9,22,6,15,7,8,2,5,583,509,1.99,7,7,14,0,9,5,5,3,6,245,172,2.16,'Away Win'
1,3,5,1,5,0,1,6,3,251,153,0.52,3,7,15,5,7,8,5,5,1,480,391,1.59,Draw
4,5,14,5,10,4,3,0,5,404,323,1.22,5,6,13,2,7,6,4,1,3,424,368,0.75,'Home Win'
3,5,12,4,8,4,2,1,3,391,296,0.9,4,3,8,1,5,3,3,1,2,466,364,0.39,'Home Win'
3,8,13,2,8,5,6,1,1,500,403,0.37,3,3,6,0,4,2,2,3,3,350,260,0.36,'Away Win'
7,10,19,2,9,10,9,6,0,650,578,2.36,1,2,3,0,3,0,2,2,5,355,282,0.17,'Home Win'
1,5,7,1,6,1,11,5,2,470,413,0.63,3,2,5,0,5,0,6,0,1,250,180,0.97,'Away Win'
4,10,17,3,10,7,5,3,4,294,207,0.9,5,10,17,2,11,6,3,3,2,493,398,2.46,'Home Win'
4,5,12,3,6,6,3,2,1,464,366,0.81,3,9,14,2,9,5,4,1,3,425,339,1.67,'Away Win'
4,6,13,3,9,4,3,2,3,605,518,2.18,3,6,13,4,11,2,3,2,3,365,275,1.28,'Home Win'
5,3,10,2,8,2,5,1,4,301,217,1.55,6,7,21,8,13,8,13,0,2,476,404,2.17,'Home Win'
5,9,17,3,10,7,8,1,2,728,657,1.47,2,7,12,3,7,5,3,2,3,369,296,0.98,'Home Win'
4,4,8,0,8,0,2,4,0,398,287,1.51,1,1,3,1,2,1,2,1,1,423,306,0.1,'Home Win'
5,6,14,3,12,2,6,3,2,393,314,1.16,2,8,11,1,8,3,4,2,5,307,226,1.42,Draw
1,4,7,2,5,2,3,4,1,466,366,0.56,2,3,7,2,4,3,3,3,0,301,179,0.49,'Home Win'
6,4,15,5,8,7,5,2,6,334,253,1.01,6,4,12,2,7,5,7,1,5,526,438,0.89,'Home Win'
0,3,6,3,4,2,8,2,?,453,332,0.3,1,1,4,2,3,1,2,2,?,368,263,1.04,'Away Win'
9,10,24,5,15,9,5,0,1,640,563,2.66,2,1,6,3,6,0,8,1,6,283,194,0.91,'Home Win'
1,7,11,3,8,3,2,2,3,459,354,0.96,3,4,10,3,6,4,4,1,1,338,247,0.96,Draw
9,4,15,2,9,6,10,5,1,404,327,1.14,1,7,12,4,9,3,6,2,8,420,337,1.15,'Home Win'
4,10,20,6,16,4,11,5,3,450,369,1.46,4,2,6,0,5,1,2,2,4,371,282,1.02,'Away Win'
6,9,19,4,10,9,6,2,1,357,274,0.93,2,4,9,3,3,6,2,3,4,401,317,0.9,'Home Win'
5,5,13,3,10,3,3,2,1,276,218,2.31,3,6,18,9,11,7,8,0,1,707,645,1.79,'Home Win'
6,2,9,1,6,3,3,1,4,318,228,0.73,5,1,10,4,5,5,9,3,4,488,395,0.87,'Home Win'
13,10,31,8,25,6,9,2,2,485,436,3.9,4,5,14,5,6,8,2,0,10,262,206,0.94,'Home Win'
9,9,21,3,15,6,4,5,9,370,254,1.54,11,8,23,4,12,11,6,1,8,464,360,1.68,'Away Win'
6,8,15,1,9,6,10,3,1,676,599,2.68,1,3,4,0,3,1,0,3,3,333,267,0.21,'Home Win'
9,8,18,1,14,4,3,3,2,363,282,2.77,2,9,14,3,9,5,8,3,5,343,275,0.85,'Home Win'
4,4,8,0,5,3,5,1,2,250,170,1.76,4,8,16,4,12,4,6,1,1,365,287,1.27,'Home Win'
8,6,17,3,11,6,6,3,2,372,284,2.43,2,4,7,1,5,2,3,2,7,268,170,0.51,'Home Win'
1,8,13,4,9,4,4,0,6,404,309,1.43,7,4,12,1,10,2,2,1,1,428,338,1.4,'Away Win'
2,2,9,5,7,2,5,2,5,260,180,0.97,6,1,16,9,11,5,7,0,1,603,517,1.76,Draw
6,11,19,2,11,8,9,5,1,450,397,1.77,6,2,9,1,7,2,1,1,4,361,294,1.97,'Away Win'
3,4,9,2,7,2,4,5,4,456,404,2.28,5,3,14,6,10,4,9,5,0,389,325,0.77,'Home Win'
8,4,15,3,8,7,7,8,1,679,630,2.83,3,5,9,1,6,3,0,0,4,316,266,1.34,'Home Win'
5,15,23,3,15,8,6,4,1,534,474,2.18,3,4,9,2,7,2,1,1,6,314,230,0.79,'Away Win'
6,9,21,6,15,6,13,2,1,531,430,1.55,2,8,12,2,6,6,2,2,7,330,247,1.23,'Away Win'
8,5,18,5,16,2,5,2,0,604,540,2.86,1,1,2,0,0,2,2,3,3,382,327,0.05,'Home Win'
4,13,21,4,14,7,11,3,2,640,566,2.8,2,4,7,1,3,4,0,2,3,208,134,0.42,'Home Win'
1,5,8,2,5,3,6,5,3,219,153,1.17,4,6,11,1,5,6,6,2,0,496,426,0.66,Draw
6,5,16,5,10,6,3,5,3,404,306,1.41,4,1,7,2,5,2,4,3,4,388,278,0.56,'Home Win'
4,6,10,0,7,3,7,2,0,372,296,1.72,1,10,14,3,11,3,13,2,2,412,324,0.98,'Home Win'
7,8,17,2,12,5,9,1,1,496,424,1.69,2,4,8,2,6,2,5,3,4,291,212,1.44,'Home Win'
4,8,14,2,10,4,1,?,1,280,170,2.57,1,5,7,1,5,2,5,?,3,527,419,0.25,'Home Win'
6,8,18,4,13,5,9,5,2,505,430,2.68,3,4,7,0,4,3,0,0,3,294,221,1.01,'Home Win'
4,3,9,2,6,3,2,1,4,487,422,1.95,5,2,10,3,4,6,6,2,2,430,373,0.81,'Home Win'
5,2,11,4,6,5,6,2,4,405,320,1.58,4,7,16,5,10,6,5,4,1,416,350,1.3,'Home Win'
6,3,10,1,6,4,5,2,3,481,387,0.75,5,4,12,3,6,6,4,1,5,272,182,1.3,'Away Win'
11,4,17,2,10,7,7,3,3,471,387,3.25,5,6,11,0,10,1,5,3,7,342,260,3.11,'Home Win'
4,10,15,1,14,1,3,0,4,464,394,1.42,4,4,13,5,10,3,5,3,3,471,399,1.52,'Home Win'
7,6,15,2,12,3,4,3,1,301,235,3.15,5,6,15,4,9,6,3,3,5,727,664,2.94,'Away Win'
3,5,16,8,3,13,1,4,2,847,768,0.86,2,5,9,2,3,6,3,5,2,245,176,0.75,'Home Win'
3,3,8,2,7,1,3,1,3,320,229,1.32,4,5,14,5,11,3,7,3,2,405,317,0.76,'Home Win'
6,15,28,7,13,15,8,3,2,375,296,1.83,5,7,17,5,11,6,3,1,4,319,237,2.65,'Away Win'
7,6,18,5,9,9,4,4,2,513,432,1.88,3,3,8,2,2,6,1,2,4,388,303,0.45,'Home Win'
6,10,18,2,14,4,7,1,4,408,345,2.77,6,7,13,0,10,3,4,1,4,398,320,1.24,Draw
3,4,10,3,9,1,8,0,2,431,347,1,3,2,8,3,3,5,5,2,1,463,375,0.45,'Home Win'
5,6,15,4,9,6,8,5,2,548,466,1.94,2,7,12,3,8,4,10,1,2,456,387,0.69,'Home Win'
4,4,13,5,8,5,8,2,4,664,582,1.56,6,4,13,3,12,1,2,2,3,321,251,2,'Away Win'
4,7,11,0,6,5,4,1,2,260,170,2.23,2,3,6,1,5,1,3,1,2,298,212,0.69,'Home Win'
3,4,12,5,5,7,4,1,3,411,341,1.6,3,3,7,1,4,3,6,3,0,344,270,0.77,'Home Win'
3,2,9,4,7,2,3,2,3,406,339,1.23,5,1,10,4,5,5,1,2,2,509,450,1.95,'Away Win'
4,5,10,1,6,4,4,2,0,402,316,1.13,0,2,5,3,0,5,3,2,4,354,264,0.12,Draw
5,3,9,1,6,3,5,1,3,255,170,1.51,4,6,13,3,12,1,6,0,4,416,311,1.22,Draw
5,7,15,3,10,5,4,2,4,494,407,2.02,6,3,10,1,7,3,4,1,4,271,171,1.64,'Away Win'
6,1,11,4,9,2,2,2,5,235,174,1,5,7,13,1,9,4,9,2,5,678,596,1.39,'Home Win'
4,7,11,0,6,5,2,1,1,622,510,1.22,2,5,9,2,4,5,5,1,4,240,137,0.49,'Away Win'
7,4,16,5,7,9,9,3,3,356,297,1.19,4,5,11,2,7,4,3,0,6,557,504,1.24,Draw
7,8,20,5,12,8,9,5,2,555,488,1.5,3,6,9,0,7,2,5,5,6,211,152,0.69,Draw
3,0,4,1,3,1,2,?,5,326,243,0.54,5,4,15,6,12,3,4,?,2,485,399,1.96,'Home Win'
3,3,9,3,5,4,3,2,5,391,289,0.81,5,5,10,0,7,3,6,2,1,400,325,0.67,'Home Win'
13,3,26,10,17,9,16,4,4,435,367,3.11,7,6,16,3,11,5,1,4,10,583,511,2.29,Draw
4,2,8,2,6,2,2,3,6,270,200,2.32,6,6,16,4,10,6,6,2,2,625,550,1.77,'Home Win'
7,3,13,3,7,6,7,1,8,567,489,2.4,8,5,16,3,11,5,6,1,5,288,219,1.73,'Home Win'
3,6,12,3,6,6,5,4,5,717,655,1.29,6,6,15,3,8,7,2,0,1,450,384,0.68,'Home Win'
2,10,15,3,11,4,10,3,2,578,498,1.85,2,0,2,0,2,0,2,4,1,224,134,0.11,'Home Win'
8,9,27,10,19,8,19,1,1,533,462,2.57,2,3,6,1,5,1,3,2,7,303,228,0.96,'Away Win'
5,3,11,3,7,4,6,2,4,514,428,0.69,5,4,10,1,9,1,4,0,3,512,437,1.21,'Home Win'
9,11,28,8,21,7,14,0,1,713,649,3.64,1,0,3,2,3,0,3,1,5,196,132,0.09,'Home Win'
6,8,16,2,12,4,1,4,1,401,269,2.65,2,7,10,1,5,5,1,1,4,404,268,0.63,'Home Win'
3,7,13,3,12,1,3,3,4,380,285,1.7,4,3,9,2,3,6,3,0,1,398,301,0.61,'Home Win'
4,10,15,1,8,7,4,9,1,235,167,1.36,2,3,7,2,5,2,6,1,2,557,464,0.43,'Home Win'
7,10,23,6,16,7,2,0,2,370,284,1.59,2,2,8,4,5,3,4,7,7,391,307,0.48,Draw
3,5,9,1,8,1,8,2,6,501,438,1.08,7,9,18,2,12,6,5,3,2,442,386,2.46,'Away Win'
4,8,19,7,11,8,10,2,3,415,330,2.68,5,2,9,2,6,3,3,0,2,376,285,1.14,Draw
1,8,11,2,5,6,1,1,1,351,291,1.2,3,2,6,1,4,2,1,2,0,737,675,0.77,'Away Win'
3,3,8,2,6,2,4,3,2,568,482,0.63,3,5,10,2,5,5,4,4,2,350,278,1.17,Draw
4,4,8,0,7,1,2,2,4,340,261,2.25,4,12,21,5,9,12,6,0,0,355,286,1.12,'Home Win'
6,7,17,4,11,6,5,2,3,498,418,1.8,4,4,9,1,5,4,2,3,4,399,311,0.43,'Home Win'
2,4,9,3,6,3,5,1,8,633,575,1.76,9,2,15,4,8,7,6,4,1,340,277,2.36,Draw
7,12,22,3,10,12,12,2,1,610,552,1.59,3,2,9,4,8,1,1,0,5,315,255,1.81,Draw
9,3,12,0,3,9,2,7,1,239,178,0.66,2,5,9,2,5,4,4,3,7,651,579,1.25,'Home Win'
0,12,15,3,7,8,6,2,1,587,491,0.9,1,2,4,1,3,1,1,1,0,157,65,0.5,Draw
5,5,12,2,8,4,7,3,2,487,394,1.58,3,7,14,4,7,7,4,0,4,239,163,2.55,Draw
8,3,12,1,7,5,7,2,1,458,395,0.59,4,4,11,3,8,3,5,0,5,264,201,1.79,Draw
7,5,14,2,11,3,5,3,5,317,252,1.8,6,3,11,2,6,5,2,2,5,545,483,0.92,'Home Win'
1,5,6,0,3,3,0,3,6,244,176,0.55,10,7,25,8,14,11,6,0,1,664,601,2.85,'Away Win'
2,6,13,5,10,3,6,1,4,702,618,2.06,4,5,11,2,6,5,3,2,1,339,263,1.25,'Home Win'
6,4,11,1,9,2,3,1,3,375,278,1.91,3,3,10,4,9,1,1,0,2,429,332,2.3,'Home Win'
7,3,11,1,6,5,4,2,4,442,362,1.43,6,4,14,4,9,5,5,0,4,557,478,1.58,'Home Win'
3,5,9,1,7,2,7,0,2,578,501,1.51,2,5,10,3,6,4,3,2,2,355,278,0.54,'Home Win'
8,7,18,3,14,4,1,2,1,472,388,2.18,1,6,14,7,9,5,7,0,6,484,383,1.18,'Home Win'
4,7,22,11,14,8,4,3,6,449,353,1.52,9,7,18,2,14,4,2,0,3,450,347,2.65,'Away Win'
7,7,20,6,12,8,8,4,1,478,404,2.25,6,3,10,1,8,2,7,1,3,367,282,1.6,Draw
9,6,21,6,14,7,7,2,1,547,477,3.13,1,2,4,1,4,0,0,2,4,366,275,0.83,'Home Win'
5,7,19,7,9,10,10,1,1,603,531,2.9,2,6,10,2,4,6,4,2,4,394,323,0.66,'Home Win'
11,6,20,3,11,9,4,4,2,510,441,1.76,4,4,9,1,5,4,4,1,6,439,357,1.13,'Home Win'
7,8,23,8,15,8,5,3,1,448,343,2.41,2,10,15,3,6,9,5,2,6,462,340,1.06,'Home Win'
6,4,12,2,7,5,5,2,0,321,214,1.06,1,4,7,2,5,2,4,0,5,499,377,0.93,Draw
2,8,12,2,8,4,5,1,8,453,378,1.25,11,6,24,7,18,6,8,2,2,705,628,2.73,'Away Win'
2,10,13,1,6,7,6,6,4,441,343,0.82,6,3,9,0,7,2,1,0,1,476,365,2.49,'Away Win'
7,8,20,5,13,7,5,6,2,275,179,0.98,3,10,14,1,9,5,4,0,6,521,398,1.33,Draw
9,6,20,5,13,7,10,0,3,276,192,2.56,6,6,16,4,10,6,6,1,6,488,412,2.99,'Away Win'
6,12,21,3,17,4,3,?,2,623,533,2.27,6,4,13,3,8,5,5,?,5,223,128,1.74,'Away Win'
8,9,19,2,13,6,3,2,4,515,430,3.36,6,5,14,3,9,5,6,3,7,298,207,2.15,Draw
1,1,3,1,1,2,3,1,4,338,243,0.13,7,4,14,3,7,7,7,2,1,642,546,1.12,'Away Win'
13,5,25,7,15,10,4,1,0,774,701,2.83,1,0,5,4,3,2,2,1,8,297,210,0.36,'Home Win'
3,2,13,8,11,2,8,2,1,718,626,1.35,2,4,7,1,3,4,1,0,1,381,285,0.91,Draw
3,4,7,0,3,4,1,0,5,340,250,0.35,8,7,25,10,18,7,15,1,2,625,554,2.37,'Away Win'
5,4,10,1,6,4,3,4,6,338,258,1.72,7,4,13,2,8,5,3,0,2,523,449,1.23,'Home Win'
6,5,13,2,11,2,1,1,3,389,273,2.74,3,7,13,3,8,5,7,4,2,455,326,0.55,'Home Win'
4,6,11,1,8,3,3,1,6,268,159,2.34,8,4,21,9,12,9,5,3,2,464,338,1.6,Draw
6,7,13,0,8,5,2,1,7,497,432,1.74,7,3,13,3,10,3,4,1,1,534,451,1.05,'Home Win'
9,4,16,3,12,4,7,1,3,599,521,2.1,5,5,13,3,9,4,4,3,7,565,488,2.06,Draw
6,1,9,2,7,2,1,2,5,504,426,1.08,5,6,16,5,10,6,6,1,3,409,326,1.69,'Home Win'
4,6,15,5,10,5,6,3,3,415,333,1.05,7,5,15,3,12,3,8,2,2,428,355,2.35,'Away Win'
3,3,8,2,3,5,3,3,5,412,322,0.36,6,11,19,2,15,4,7,1,1,532,442,1.19,'Home Win'
3,6,15,6,11,4,6,1,3,370,271,0.97,6,5,15,4,9,6,4,1,2,587,488,1.56,'Away Win'
7,6,18,5,12,6,13,3,2,414,321,1,5,6,13,2,6,7,4,1,5,342,241,1.04,'Away Win'
7,11,22,4,10,12,8,0,5,434,299,2.05,6,1,8,1,7,1,2,1,7,457,317,0.61,Draw
5,8,18,5,12,6,10,1,2,323,240,2.34,4,5,11,2,9,2,1,2,1,483,384,3.09,'Home Win'
8,4,15,3,7,8,6,4,7,315,240,1.23,10,9,22,3,16,6,6,1,5,556,486,3.88,Draw
15,7,26,4,21,5,8,2,1,571,503,5.05,1,2,4,1,0,4,1,2,8,358,280,0.14,'Home Win'
4,10,18,4,10,8,5,2,1,614,536,1.67,1,4,7,2,3,4,3,2,3,334,257,0.53,'Home Win'
6,9,22,7,16,6,11,0,1,480,374,1.62,3,3,11,5,6,5,6,1,5,388,284,1.97,'Away Win'
10,6,21,5,17,4,7,2,1,822,752,3.65,2,0,2,0,2,0,2,0,6,321,242,0.52,'Home Win'
4,2,12,6,9,3,7,0,1,558,459,0.65,1,3,7,3,5,2,3,4,4,411,307,0.58,Draw
1,9,14,4,8,6,11,2,3,444,355,0.8,4,0,8,4,6,2,6,2,1,552,457,0.72,'Away Win'
6,6,17,5,12,5,9,1,3,439,320,2.14,5,5,14,4,10,4,8,2,4,465,351,1.39,'Home Win'
3,1,5,1,2,3,3,1,2,374,270,0.75,3,4,12,5,8,4,4,2,1,527,415,0.48,'Home Win'
11,5,18,2,13,5,5,1,1,641,558,2.47,0,3,4,1,2,2,4,2,8,459,367,0.16,'Home Win'
2,3,6,1,3,3,5,1,3,355,278,0.73,5,4,11,2,6,5,1,1,0,690,608,2.36,Draw
3,2,7,2,5,2,2,0,3,453,340,1.03,3,5,13,5,8,5,3,2,1,395,287,0.81,'Home Win'
8,6,18,4,13,5,7,4,4,487,408,3.25,4,4,8,0,6,2,4,3,6,429,339,1.3,'Home Win'
3,4,10,3,4,6,3,3,1,483,397,0.47,3,2,6,1,3,3,1,1,3,605,527,1.13,'Away Win'
5,6,14,3,7,7,8,2,2,364,296,0.72,4,11,18,3,11,7,4,1,5,580,509,2.48,'Away Win'
3,8,15,4,8,7,4,0,2,431,352,1.97,5,1,6,0,6,0,3,2,2,388,301,1.64,'Away Win'
5,12,24,7,15,9,5,2,5,434,312,1.58,9,11,27,7,22,5,10,3,3,316,206,2.83,'Away Win'
4,6,10,0,4,6,5,1,8,405,310,0.77,8,8,20,4,13,7,7,1,3,417,334,2.15,'Home Win'
5,7,14,2,11,3,2,2,4,367,256,2.43,6,0,11,5,9,2,4,6,1,481,380,1.55,'Home Win'
6,7,21,8,15,6,7,3,0,782,712,2.43,0,2,2,0,2,0,1,3,4,334,238,0.05,'Home Win'
7,3,14,4,9,5,4,1,3,615,536,1.63,5,6,13,2,9,4,6,5,3,294,205,1.42,'Home Win'
5,5,17,7,11,6,9,1,2,681,608,2.42,2,7,9,0,6,3,1,3,5,210,126,0.31,Draw
10,4,23,9,15,8,11,2,3,740,682,3.27,3,3,7,1,6,1,4,0,7,413,333,1.41,'Home Win'
6,5,13,2,9,4,3,3,2,493,393,2,2,3,7,2,4,3,6,3,4,499,386,1.24,'Home Win'
9,5,21,7,15,6,10,1,5,577,472,2.45,7,2,14,5,8,6,3,1,7,390,288,0.65,Draw
3,7,13,3,7,6,4,2,2,485,373,0.83,4,6,10,0,6,4,4,4,1,525,402,1.76,'Away Win'
3,8,18,7,10,8,4,6,3,360,273,1.11,5,7,17,5,11,6,4,1,2,426,341,1.74,'Away Win'
8,2,14,4,9,5,5,5,4,573,492,2.69,5,3,12,4,8,4,6,0,5,391,295,1.23,'Home Win'
5,8,23,10,15,8,10,?,1,572,497,2.69,1,3,5,1,5,0,4,?,4,420,336,0.37,'Home Win'
1,4,9,4,5,4,4,4,2,412,313,0.63,5,2,10,3,8,2,2,0,1,590,496,1.38,'Away Win'
5,7,17,5,13,4,5,4,2,490,401,2.32,4,5,13,4,6,7,2,1,3,364,266,1.35,'Home Win'
6,9,18,3,9,9,4,1,5,431,343,1.48,7,6,13,0,10,3,3,2,5,619,539,1.92,'Away Win'
3,11,16,2,13,3,2,1,2,364,290,1.18,5,3,13,5,8,5,7,1,2,607,528,1.35,'Away Win'
8,6,23,9,12,11,8,1,1,542,443,2.73,2,3,5,0,3,2,3,0,5,362,267,0.26,'Home Win'
4,6,14,4,12,2,6,5,2,562,472,1.52,5,5,14,4,14,0,3,1,3,479,381,2.54,'Away Win'
5,6,15,4,10,5,6,1,1,554,470,1.56,6,2,9,1,6,3,5,1,3,372,296,2.51,'Away Win'
4,10,18,4,13,5,6,2,4,424,330,2,7,3,10,0,5,5,0,4,3,321,212,1.72,'Away Win'
16,6,29,7,19,10,7,2,4,497,451,5.86,4,3,9,2,5,4,1,1,8,434,367,0.7,'Home Win'
13,7,26,6,19,7,11,1,1,567,500,4.31,2,3,6,1,4,2,1,2,7,349,285,0.86,'Home Win'
4,9,18,5,10,8,11,1,2,726,652,1.45,3,5,10,2,8,2,4,0,2,293,219,0.91,'Home Win'
7,4,12,1,10,2,0,4,1,376,283,2.75,4,8,14,2,11,3,4,4,4,561,492,2.18,Draw
6,4,13,3,11,2,6,1,3,598,509,0.98,4,1,9,4,6,3,4,0,4,500,426,0.36,'Home Win'
4,4,10,2,5,5,3,3,2,579,491,0.78,2,3,7,2,5,2,3,5,3,431,338,0.57,'Home Win'
4,3,12,5,8,4,5,2,2,399,253,1.41,3,3,9,3,3,6,4,2,2,392,264,0.42,Draw
5,3,8,0,8,0,5,6,4,344,265,1.38,6,4,13,3,7,6,5,2,3,529,440,1.43,'Home Win'
10,9,23,4,15,8,6,2,2,705,627,3.61,5,1,7,1,5,2,0,1,8,262,172,1.73,'Away Win'
1,8,15,6,7,8,3,0,4,505,424,0.96,8,4,14,2,13,1,2,6,1,523,463,3.38,'Away Win'
3,7,11,1,6,5,9,3,0,464,386,0.69,3,1,4,0,4,0,1,3,3,512,418,1.59,'Away Win'
9,5,16,2,12,4,8,1,2,585,504,3.38,5,4,10,1,6,4,2,4,5,423,339,2.17,Draw
4,3,14,7,8,6,5,1,2,546,464,1.49,4,4,13,5,9,4,2,6,2,419,348,1.22,Draw
3,4,10,3,5,5,2,5,1,311,210,1.11,2,6,10,2,7,3,7,0,1,647,532,0.49,'Home Win'
11,9,26,6,16,10,10,0,1,507,414,2.09,2,8,18,8,11,7,2,1,10,370,259,2.61,Draw
7,3,12,2,6,6,4,0,2,502,433,1.74,5,3,9,1,5,4,3,2,5,559,489,1.03,'Away Win'
3,7,19,9,12,7,9,1,1,258,161,1.23,2,7,17,8,12,5,6,2,1,621,530,2.82,'Home Win'
4,5,15,6,6,9,11,2,2,429,298,0.68,4,4,9,1,6,3,2,2,3,311,189,1.19,'Away Win'
8,6,19,5,17,2,7,0,0,796,701,2.14,2,4,8,2,7,1,2,1,4,293,210,0.93,'Home Win'
6,4,15,5,11,4,7,0,2,630,554,1.9,3,3,9,3,7,2,3,4,3,366,285,0.54,'Home Win'
10,4,18,4,12,6,10,3,2,819,750,2.36,2,0,2,0,1,1,1,0,7,368,290,0.04,'Home Win'
8,3,15,4,11,4,8,2,4,486,403,1.62,4,4,12,4,5,7,5,1,4,548,480,0.4,'Home Win'
5,6,13,2,6,7,3,1,1,527,439,1.55,4,6,14,4,8,6,7,2,3,549,468,2.01,Draw
9,9,25,7,17,8,3,1,5,387,274,3.57,6,3,11,2,9,2,3,1,8,369,257,1.04,Draw
6,5,11,0,11,0,3,3,5,289,213,0.96,6,5,12,1,8,4,5,2,5,590,503,0.85,Draw
10,5,22,7,20,2,6,2,0,634,548,4.22,1,1,5,3,2,3,1,1,8,439,348,0.96,'Home Win'
3,2,10,5,7,3,0,0,1,509,416,0.49,1,6,11,4,5,6,5,1,3,381,279,0.67,Draw
13,7,23,3,15,8,5,1,1,529,459,3.23,3,4,10,3,7,3,4,1,9,488,417,0.99,'Home Win'
6,6,15,3,11,4,3,3,1,556,464,2.15,2,6,11,3,7,4,4,2,5,346,247,1.7,Draw
3,8,15,4,8,7,11,2,0,586,502,1.64,1,5,7,1,4,3,2,1,2,299,213,0.35,Draw
1,6,14,7,8,6,4,0,2,600,499,0.91,5,4,11,2,7,4,2,4,1,441,361,2.18,'Away Win'
4,3,10,3,8,2,1,0,8,339,260,0.96,9,8,25,8,18,7,12,4,2,591,505,2.76,'Home Win'
1,2,6,3,2,4,3,1,3,345,267,0.21,5,8,21,8,19,2,12,1,1,765,687,3.62,'Away Win'
4,6,15,5,10,5,4,0,4,522,419,1.42,5,5,14,4,6,8,5,1,3,456,350,1.75,Draw
1,1,2,0,2,0,1,5,2,503,410,0.19,4,5,14,5,11,3,6,2,1,740,647,1.03,'Away Win'
3,5,9,1,7,2,6,4,2,402,287,0.48,2,8,10,0,4,6,5,3,3,424,313,0.38,Draw
10,8,22,4,14,8,12,4,1,747,684,2.08,1,2,4,1,2,2,1,0,9,283,214,0.25,'Home Win'
8,10,23,5,18,5,5,3,0,712,627,4.06,1,4,7,2,6,1,3,0,6,295,188,1.11,'Home Win'
6,13,23,4,9,14,16,4,1,656,571,2.08,2,2,6,2,5,1,1,0,5,315,231,0.61,Draw
5,7,20,8,18,2,14,1,4,535,422,2.38,5,5,13,3,9,4,3,0,5,351,241,0.92,'Away Win'
3,5,9,1,5,4,6,1,4,473,395,1.65,5,7,19,7,10,9,3,2,1,486,419,1.41,'Home Win'
8,6,20,6,13,7,6,2,5,351,269,1.5,6,5,16,5,9,7,6,0,5,460,343,1.29,'Home Win'
4,3,8,1,5,3,2,7,6,340,255,1.41,6,6,14,2,8,6,4,2,2,652,545,1.06,'Home Win'
6,7,19,6,17,2,6,4,3,596,530,3.45,3,5,12,4,10,2,7,1,4,423,339,0.83,'Home Win'
2,5,11,4,3,8,1,3,5,372,287,0.71,6,4,12,2,7,5,6,3,2,443,362,1.49,'Away Win'
6,4,18,8,13,5,6,1,6,560,470,1.85,8,13,26,5,14,12,6,4,4,485,402,3.24,'Away Win'
6,7,16,3,11,5,6,3,2,352,256,2.06,3,4,11,4,6,5,7,1,3,589,482,1.09,'Home Win'
6,4,14,4,9,5,1,0,3,370,287,1.32,4,10,20,6,14,6,9,2,1,674,608,2.08,'Home Win'
2,6,10,2,7,3,5,3,0,553,467,1.19,1,2,4,1,3,1,3,2,2,390,308,1.09,'Away Win'
3,1,5,1,1,4,1,0,5,518,423,0.24,5,6,13,2,9,4,7,1,3,444,346,1.53,Draw
