home_shotsOnGoal,home_shotsOffGoal,home_totalShots,home_blockedShots,home_shotsInsideBox,home_shotsOutsideBox,home_cornerKicks,home_goalkeeperSaves,home_totalPasses,home_accuratePasses,home_expectedGoals,away_shotsOnGoal,away_shotsOffGoal,away_totalShots,away_blockedShots,away_shotsInsideBox,away_shotsOutsideBox,away_cornerKicks,away_goalkeeperSaves,away_totalPasses,away_accuratePasses,away_expectedGoals
1.1284742240984253,1.9234805777127368,3.1600226221137984,3.6013747592918524,4.141810637599031,0.00773558942328247,3.1837481842249518,-1.4263021958721518,1.3305257576297838,1.2613140637639693,2.4475652202562204,-1.2534870521310122,-0.19501443176778072,-1.3032044200342414,-1.396502544238886,-0.5863566254504432,-1.6515718627687728,-0.02992734173920624,2.136180632887976,-0.40992865896466185,-0.4247459934716495,-0.15906773033767427
1.1284742240984253,-0.262867702907605,0.49771159058922315,0.15788065151733538,0.3984491128868162,0.3825600587514174,-0.5001506916603636,0.7654711820997991,0.4255051301553477,0.5281588761022353,0.560341579603127,0.5346925364560189,0.6299275692816408,0.8350377098049174,0.5857500684890135,0.2485358448035718,1.2475175844155562,-0.4389343455083578,1.1921939304311402,0.5547346684082618,0.6967499023075018,0.6821583747962664
-0.7701266642994934,-0.9916504631143856,-1.0236089988533912,-0.2725561119544792,-0.5997806270364411,-1.1167378185611223,-1.5048503850836314,0.21752783760681138,-1.5025822935945379,-1.5032919563771525,-0.18954860873585014,-0.3593972578374967,-1.0199564328172024,-0.6617317810824938,0.0901869153070386,-0.864654115535115,0.005050678479415212,0.37907966202994536,-1.1677728257109492,-0.10260228918213751,-0.17735719293213084,-1.2659441844612807
-0.7701266642994934,-0.9916504631143856,-1.213774072533718,-0.7029928754262939,-1.5980103669596983,0.00773558942328247,-0.8350505894681196,1.3134145265927868,-0.3929483068650119,-0.4417443409086002,-1.551849117551659,0.9817374336027767,2.692282571905195,1.690334561740581,-0.40537623787493626,2.1966182753962737,0.005050678479415212,1.1970936695682486,-1.1677728257109492,0.8791347254009263,0.7957054225233092,-0.011484203121193606
1.887914579457593,2.2878719578161273,2.399362327392491,0.58831741498915,0.8975639828484449,3.381155813376497,1.1743487973784161,-0.878358851379164,1.06295444168082,1.0322030676196774,-0.22704311815279904,-0.8064421549842545,-0.19501443176778072,-0.8755559940664096,-0.9009393910569111,-1.1429516056197866,0.005050678479415212,-0.8479413492775094,3.080167335344812,-1.1611708962108325,-1.1998975684954747,-1.2216691262963366
-0.010686308940325876,3.381046098126298,1.4485369589908572,-0.7029928754262939,1.1471214178292592,1.1322089974076872,-0.16525079385260766,-0.3304155068861764,2.2591556188644226,2.414506077690238,0.13540380621104006,-0.3593972578374967,0.2174565687569301,-0.020259142130746085,0.0901869153070386,-0.029761645281099886,0.005050678479415212,-1.256948353046661,0.24820722797430447,-0.36724444093931125,-0.1938497796347654,-0.8527103082551344
-0.7701266642994934,0.10152367719578526,-0.6432788514927376,-0.7029928754262939,-0.5997806270364411,-0.36708887990485245,1.509248695186172,0.21752783760681138,-0.361469328518075,-0.45701840731821963,0.3978653721296821,0.5346925364560189,-0.6074854322924915,-0.6617317810824938,-1.396502544238886,-0.029761645281099886,-1.2374162274567257,-0.8479413492775094,-0.6957794744825312,0.17057670618010634,0.08652419431002242,0.7116750802395626
0.7487540464188417,0.8303064374025658,0.49771159058922315,-0.7029928754262939,0.6480065478676306,0.00773558942328247,1.1743487973784161,-0.878358851379164,0.2681102384206631,0.3372330459819921,0.1104074665997408,-0.8064421549842545,-0.19501443176778072,-0.6617317810824938,-0.40537623787493626,-0.30805913536577156,-0.8232605921446787,0.37907966202994536,0.24820722797430447,-1.1782445834209727,-1.1009420482796672,0.35747461492000854
-1.529567019658661,-0.6272590830109953,-1.4039391462140447,-0.7029928754262939,-1.5980103669596983,-0.36708887990485245,-0.16525079385260766,2.95724456007175,-0.5188642202527596,-0.670855337052892,-1.4393655893008124,3.2169619193365655,2.2798115713804843,2.9732798396440763,0.5857500684890135,3.031510745650288,1.2475175844155562,0.7880866657990969,-1.1677728257109492,0.8962084126110665,0.8781683560364821,3.6338289191258837
-1.1498468419790773,0.10152367719578526,-0.6432788514927376,-0.2725561119544792,-0.5997806270364411,-0.36708887990485245,-0.8350505894681196,-1.4263021958721518,-0.2512929043037958,-0.35009994245088344,-0.8894461178522289,-1.70053194927777,0.2174565687569301,-0.8755559940664096,-0.40537623787493626,-1.4212490957044583,0.41920631379146217,-1.6659553568158125,-0.6957794744825312,-1.4258130479680062,-1.5215030091968489,-1.4135277116777616
0.3690338687392579,-0.9916504631143856,-0.0727836304517572,0.58831741498915,0.6480065478676306,-1.1167378185611223,-0.5001506916603636,0.7654711820997991,-1.1169648088445607,-1.0297958976789492,0.0,1.4287823307495344,-0.6074854322924915,0.6212134968210016,0.5857500684890135,-0.5863566254504432,2.0758288550396498,-0.8479413492775094,0.24820722797430447,0.05106089570912466,0.160740834471878,0.0
-1.1498468419790773,-1.7204332233211663,-2.1645994409353517,-1.563866402369923,-1.5980103669596983,-1.8663867572173922,-0.8350505894681196,-0.878358851379164,-1.471103315247601,-1.2818179934376703,0.0,-0.8064421549842545,1.0423985698063516,0.40738928383708567,0.5857500684890135,0.8051308249729151,-0.40910495683263176,2.4241146808757033,-0.6957794744825312,1.2206084696037311,1.2410052634944428,0.0
0.3690338687392579,-0.9916504631143856,-0.8334439251730643,-1.1334296388981084,-0.8493380620172554,-0.36708887990485245,-0.16525079385260766,0.21752783760681138,0.15006406961964974,0.05466281740403215,-1.0644204951313236,0.5346925364560189,-0.19501443176778072,0.1935650708531698,0.0901869153070386,-0.30805913536577156,0.8333619491035091,-0.02992734173920624,0.7202005792027223,-1.340444611917305,-1.3483308488191859,0.1508576768169355
